gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,Contract,PaymentMethod,TotalCharges,Churn
Female,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,646.85,Yes
Female,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1441.65,No
Female,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,Credit card (automatic),7511.3,No
Female,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Electronic check,5621.85,No
Male,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Credit card (automatic),7919.8,No
Female,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,593.2,No
Female,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1423.65,No
Male,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Credit card (automatic),69.95,No
Male,Yes,Yes,42,Yes,No,DSL,Yes,No,No,Yes,No,One year,Credit card (automatic),2763.35,No
Female,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),692.1,Yes
Male,No,No,45,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Bank transfer (automatic),2298.55,No
Female,Yes,Yes,43,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,One year,Credit card (automatic),2640.55,No
Male,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,No,Yes,One year,Mailed check,2911.8,No
Female,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Credit card (automatic),1727.5,Yes
Female,No,No,4,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Electronic check,86.6,Yes
Male,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),6705.7,No
Male,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Mailed check,237.65,No
Male,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1672.35,No
Male,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,2979.5,Yes
Female,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,695.75,No
Male,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1654.6,No
Male,No,No,1,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Electronic check,24.25,Yes
Female,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1857.85,No
Male,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,Bank transfer (automatic),825.1,No
Male,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Two year,Mailed check,6424.25,No
Female,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,837.95,Yes
Male,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,One year,Credit card (automatic),4126.2,No
Female,No,Yes,8,No,No phone service,DSL,Yes,No,No,No,No,Month-to-month,Electronic check,330.8,No
Male,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,1337.45,No
Female,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Electronic check,362.2,Yes
Female,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Two year,Mailed check,5991.05,No
Female,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Two year,Electronic check,4891.5,No
Female,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,One year,Credit card (automatic),5373.1,Yes
Male,No,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Bank transfer (automatic),2068.55,Yes
Male,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,487.05,No
Female,Yes,No,69,Yes,No,DSL,No,Yes,No,No,No,Two year,Credit card (automatic),4131.2,No
Male,Yes,Yes,42,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,Mailed check,2301.15,No
Female,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,131.65,Yes
Female,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Electronic check,4036,No
Male,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),4900.65,No
Male,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),5727.45,No
Female,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,743.05,No
Male,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),4804.65,No
Male,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,24.05,Yes
Male,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1414.65,No
Male,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1443.65,No
Female,Yes,Yes,51,No,No phone service,DSL,No,No,Yes,Yes,Yes,One year,Electronic check,2898.95,No
Male,No,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),5309.5,No
Female,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.4,No
Female,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,451.55,No
Female,No,No,1,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Electronic check,50.55,Yes
Female,No,No,2,Yes,Yes,DSL,No,No,No,Yes,No,Month-to-month,Mailed check,117.05,No
Female,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Month-to-month,Credit card (automatic),5839.3,No
Female,No,No,36,Yes,Yes,DSL,Yes,No,No,No,No,One year,Mailed check,1893.5,No
Female,No,No,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,Mailed check,45.35,No
Female,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No,One year,Mailed check,1654.45,No
Female,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,One year,Electronic check,477.05,No
Male,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Electronic check,1415.55,Yes
Male,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),4546,No
Female,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.5,Yes
Female,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,163.2,No
Male,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),849.9,No
Female,No,No,7,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Bank transfer (automatic),189.95,No
Male,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Bank transfer (automatic),321.9,Yes
Male,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),8058.55,No
Female,Yes,No,20,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Electronic check,482.8,Yes
Male,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),7049.75,No
Female,No,No,56,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),2560.1,No
Female,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Mailed check,286.8,No
Female,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),7982.5,No
Male,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Electronic check,5683.6,No
Male,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,Yes,No,One year,Mailed check,3994.05,No
Male,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,Month-to-month,Bank transfer (automatic),369.15,No
Male,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Bank transfer (automatic),4631.7,No
Female,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,401.95,No
Female,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1534.05,No
Female,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1093,No
Male,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,701.3,No
Male,Yes,Yes,59,No,No phone service,DSL,Yes,No,Yes,No,No,One year,Mailed check,1980.3,No
Male,No,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),2893.4,No
Male,No,No,5,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Electronic check,262.3,No
Male,Yes,No,59,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,Credit card (automatic),3886.85,No
Female,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),5917.55,No
Female,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Credit card (automatic),914,Yes
Female,No,No,44,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Mailed check,2139.1,No
Female,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Two year,Credit card (automatic),5948.7,No
Female,Yes,Yes,58,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,Mailed check,3624.35,No
Female,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,One year,Electronic check,4753.85,No
Male,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Electronic check,5780.7,No
Female,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Two year,Credit card (automatic),6869.7,No
Female,No,No,30,No,No phone service,DSL,No,No,Yes,No,Yes,Month-to-month,Electronic check,1172.95,Yes
Male,No,No,11,Yes,Yes,DSL,Yes,Yes,No,No,No,Month-to-month,Bank transfer (automatic),662.95,No
Female,No,No,34,No,No phone service,DSL,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,1765.95,No
Male,No,No,54,No,No phone service,DSL,Yes,Yes,No,No,No,Two year,Bank transfer (automatic),2431.95,No
Female,No,No,3,No,No phone service,DSL,No,Yes,No,No,Yes,Month-to-month,Electronic check,155.35,Yes
Female,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1859.2,No
Female,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Electronic check,3303.05,Yes
Female,Yes,Yes,2,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Mailed check,134.35,Yes
Male,Yes,Yes,54,Yes,Yes,DSL,No,No,Yes,No,No,Two year,Credit card (automatic),3409.1,No
Female,No,No,14,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Bank transfer (automatic),709.5,No
Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,70.5,Yes
Female,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Electronic check,953.45,Yes
Female,No,No,1,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Electronic check,50.15,No
Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.75,Yes
Male,No,No,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,One year,Bank transfer (automatic),3665.55,No
Female,Yes,No,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),5515.8,No
Female,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,272,No
Male,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Two year,Electronic check,6668,No
Male,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,4052.4,No
Female,No,No,16,No,No phone service,DSL,Yes,No,No,No,Yes,Month-to-month,Electronic check,664.4,No
Male,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,718.55,No
Male,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Yes,Month-to-month,Electronic check,937.6,Yes
Male,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Electronic check,5812.6,Yes
Male,No,No,53,No,No phone service,DSL,Yes,Yes,No,No,No,Month-to-month,Bank transfer (automatic),2546.85,No
Male,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Two year,Credit card (automatic),6944.5,No
Female,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,1346.3,No
Male,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,One year,Bank transfer (automatic),1544.05,Yes
Female,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Credit card (automatic),765.15,No
Female,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,692.55,No
Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,69.6,Yes
Male,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,One year,Electronic check,4059.35,Yes
Female,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Electronic check,6851.65,Yes
Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,78.05,Yes
Female,No,No,30,No,No phone service,DSL,No,No,No,Yes,No,One year,Credit card (automatic),1187.05,No
Female,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),5401.9,No
Female,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,247,No
Male,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,520,Yes
Female,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,706.6,Yes
Female,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Mailed check,49.9,No
Female,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,No,Month-to-month,Credit card (automatic),1370.35,No
Female,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.25,No
Female,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Credit card (automatic),2215.25,No
Male,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Electronic check,74,No
Male,No,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,Month-to-month,Mailed check,214.4,No
Female,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),1871.15,No
Male,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Credit card (automatic),6171.2,No
Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,Yes
Female,No,No,6,No,No phone service,DSL,Yes,No,No,No,No,Month-to-month,Bank transfer (automatic),161.45,No
Male,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Electronic check,1013.2,No
Male,No,No,6,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Bank transfer (automatic),336.7,No
Male,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,Month-to-month,Electronic check,333.65,No
Male,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Two year,Credit card (automatic),6511.8,No
Male,Yes,No,8,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Bank transfer (automatic),393.45,No
Female,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Two year,Credit card (automatic),7009.5,No
Female,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,2264.05,Yes
Female,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Two year,Credit card (automatic),6921.7,No
Male,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),600.25,No
Male,No,No,2,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Electronic check,56.35,Yes
Male,Yes,No,70,Yes,No,DSL,Yes,Yes,No,Yes,No,Two year,Mailed check,4664.15,No
Female,No,No,22,Yes,No,DSL,No,Yes,Yes,No,Yes,One year,Bank transfer (automatic),1441.8,No
Female,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,Bank transfer (automatic),5623.7,No
Male,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),695.85,No
Female,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1028.75,No
Male,Yes,No,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,One year,Bank transfer (automatic),4155.95,No
Female,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),395.6,No
Male,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Two year,Credit card (automatic),6330.4,No
Female,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Credit card (automatic),2971.7,No
Male,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,638,No
Male,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,One year,Bank transfer (automatic),2034.25,No
Male,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Electronic check,2510.2,Yes
Male,No,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,No,One year,Credit card (automatic),3419.5,No
Male,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Credit card (automatic),2427.35,No
Female,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,1760.25,No
Male,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,Credit card (automatic),3551.65,No
Male,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,122.9,No
Male,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1424.2,No
Male,No,No,57,No,No phone service,DSL,No,Yes,No,No,Yes,Month-to-month,Electronic check,2111.45,Yes
Male,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Mailed check,2909.95,No
Female,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,Month-to-month,Electronic check,374,No
Female,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.25,Yes
Female,No,No,13,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Electronic check,300.8,Yes
Male,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Electronic check,5581.05,No
Female,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Credit card (automatic),5676.65,No
Female,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),3379.25,No
Male,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),942.95,No
Female,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),232.4,No
Female,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Electronic check,85.45,Yes
Male,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Electronic check,2088.45,No
Female,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,One year,Bank transfer (automatic),6137,Yes
Female,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,Month-to-month,Electronic check,1434.6,No
Female,No,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,One year,Credit card (automatic),3870,No
Male,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,2043.45,Yes
Male,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Month-to-month,Mailed check,2215,No
Female,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Month-to-month,Bank transfer (automatic),842.25,No
Male,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,2576.2,Yes
Male,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1901,No
Female,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),601.6,No
Male,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,Yes,Two year,Electronic check,3515.25,Yes
Male,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,605.45,No
Female,No,No,57,No,No phone service,DSL,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,3094.05,No
Male,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Two year,Bank transfer (automatic),4929.55,No
Male,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,595.05,No
Male,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,469.8,Yes
Female,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),8436.25,No
Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.75,No
Male,No,No,11,Yes,No,DSL,No,No,No,No,No,Month-to-month,Credit card (automatic),492,No
Male,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,987.95,No
Female,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,Electronic check,5496.9,No
Male,No,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,One year,Bank transfer (automatic),1908.35,No
Male,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,Mailed check,107.1,No
Female,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),4575.35,No
Male,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,One year,Credit card (automatic),4309.55,No
Male,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),7922.75,No
Male,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,Bank transfer (automatic),522.35,No
Male,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),587.7,No
Female,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,One year,Bank transfer (automatic),3876.2,No
Male,Yes,No,61,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,Mailed check,3778.85,No
Female,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,1457.25,Yes
Male,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),8349.45,No
Male,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,185.6,Yes
Female,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.5,No
Female,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,1066.9,No
Female,No,No,37,No,No phone service,DSL,No,No,No,Yes,No,Month-to-month,Credit card (automatic),973.55,Yes
Male,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,1226.45,No
Male,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),342.3,No
Male,No,Yes,21,Yes,No,DSL,No,No,No,No,No,Month-to-month,Mailed check,985.05,No
Male,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Two year,Mailed check,3948.45,No
Male,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Credit card (automatic),828.05,No
Female,No,No,2,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Electronic check,41.85,Yes
Female,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Electronic check,6164.7,No
Female,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Electronic check,2862.75,Yes
Male,No,Yes,1,No,No phone service,DSL,No,Yes,No,Yes,No,Month-to-month,Mailed check,33.6,No
Male,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Bank transfer (automatic),343.95,Yes
Female,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.7,No
Male,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Two year,Electronic check,6590.5,No
Female,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),717.95,No
Female,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,2890.65,Yes
Female,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,One year,Credit card (automatic),4885.85,No
Female,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,Credit card (automatic),1222.05,Yes
Female,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,6871.7,No
Male,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),405.6,No
Male,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),208.25,No
Female,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1801.9,No
Female,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Month-to-month,Electronic check,3062.45,No
Female,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1764.75,No
